country,price_date,year,month,c_beans_fao,c_maize_fao,inflation_food_price_index
Kenya,9/1/2008,2008,9,49626.26,19595.67,40.29
Kenya,10/1/2008,2008,10,51397.67,22525.53,52.28
Kenya,11/1/2008,2008,11,55034.2,21583.81,54.74
Kenya,12/1/2008,2008,12,51399.43,22049.88,46.44
Kenya,1/1/2008,2008,1,38918.73,14746.08,2.15
Kenya,2/1/2008,2008,2,40323.44,15229.92,6.13
Kenya,3/1/2008,2008,3,40507.45,14557.47,5.19
Kenya,4/1/2008,2008,4,43599.77,15061.98,11.56
Kenya,5/1/2008,2008,5,45815.28,16111.99,21.03
Kenya,6/1/2008,2008,6,46968.72,17170.49,23.71
Kenya,7/1/2008,2008,7,46078.08,16226.68,20.59
Kenya,8/1/2008,2008,8,47330.38,16789.5,22.79
Kenya,9/1/2008,2008,9,48284.85,18889.87,32.21
Kenya,10/1/2008,2008,10,50550.77,20535.71,39.19
Kenya,11/1/2008,2008,11,50186.14,20637.26,38.44
Kenya,12/1/2008,2008,12,49756.56,20533.47,37.69
Kenya,1/1/2008,2008,1,46590.23,15186.54,5.13
Kenya,2/1/2008,2008,2,47410.97,15377.67,10.05
Kenya,3/1/2008,2008,3,49311.57,15741.18,17.77
Kenya,4/1/2008,2008,4,53212.92,18782.29,32.15
Kenya,5/1/2008,2008,5,56098.05,22775.58,45.83
Kenya,6/1/2008,2008,6,55548.52,21054.19,37.4
Kenya,7/1/2008,2008,7,55340.46,21485.97,37.09
Kenya,8/1/2008,2008,8,55930.13,21850.96,38.44
Kenya,9/1/2008,2008,9,56910,22325.34,40.02
Kenya,10/1/2008,2008,10,57492.43,23350.13,48.01
Kenya,11/1/2008,2008,11,58634.41,24032.14,49.58
Kenya,12/1/2008,2008,12,58953.91,23821.74,41.34
Kenya,1/1/2008,2008,1,45276.86,17973.4,17.95
Kenya,2/1/2008,2008,2,46012.02,19542.8,28.94
Kenya,3/1/2008,2008,3,45346.39,17573.65,13.67
Kenya,4/1/2008,2008,4,46501.46,18391.13,23.33
Kenya,5/1/2008,2008,5,48933.56,18940.15,23.63
Kenya,6/1/2008,2008,6,51337.84,19144.4,31.91
Kenya,7/1/2008,2008,7,52099,17999.01,21.05
Kenya,8/1/2008,2008,8,51905.36,18384.54,23.05
Kenya,9/1/2008,2008,9,54176.6,22575.2,40.37
Kenya,10/1/2008,2008,10,54609.69,23364.03,45.23
Kenya,11/1/2008,2008,11,56165.42,22687.2,38.75
Kenya,12/1/2008,2008,12,54860.94,22126.9,30.16
Kenya,1/1/2008,2008,1,53223.24,21996.11,13.71
Kenya,2/1/2008,2008,2,53743.15,21919.75,14.91
Kenya,3/1/2008,2008,3,54064.28,22890.48,16.57
Kenya,4/1/2008,2008,4,54064.68,22365.47,14.54
Kenya,5/1/2008,2008,5,57094.68,23962.98,22.41
Kenya,6/1/2008,2008,6,57184.44,25205.86,16.7
Kenya,7/1/2008,2008,7,56986.81,24938.2,24.72
Kenya,8/1/2008,2008,8,57269.62,25282.98,23.84
Kenya,9/1/2008,2008,9,60959.53,28642.23,29.28
Kenya,10/1/2008,2008,10,62715.96,29717.25,45.19
Kenya,11/1/2008,2008,11,64828.21,31150.09,36.04
Kenya,12/1/2008,2008,12,63868.87,29797.69,21.85
Kenya,1/1/2008,2008,1,49386.21,16898.06,10.32
Kenya,2/1/2008,2008,2,50409.21,17959.01,24.5
Kenya,3/1/2008,2008,3,51776.91,20045.67,27.14
Kenya,4/1/2008,2008,4,52395.54,21539.39,29.86
Kenya,5/1/2008,2008,5,54633.05,22772.64,38.09
Kenya,6/1/2008,2008,6,53935.79,24513.41,35.86
Kenya,7/1/2008,2008,7,54081.26,24619.62,37.53
Kenya,8/1/2008,2008,8,54140.06,23855.15,31.78
Kenya,9/1/2008,2008,9,55455.08,26716,46.6
Kenya,10/1/2008,2008,10,55893.26,27024.18,45.39
Kenya,11/1/2008,2008,11,58462.47,29243.26,51.91
Kenya,12/1/2008,2008,12,56772.56,28457.9,46.08
Kenya,1/1/2008,2008,1,50967.27,22191.55,21.47
Kenya,2/1/2008,2008,2,51541.28,22462.77,24.38
Kenya,3/1/2008,2008,3,52789.54,23233.73,32.41
Kenya,4/1/2008,2008,4,52823.34,23872.9,30.98
Kenya,5/1/2008,2008,5,55235.39,23826.26,30.94
Kenya,6/1/2008,2008,6,55816.29,24757.57,26.61
Kenya,7/1/2008,2008,7,55119.39,24416.13,22.72
Kenya,8/1/2008,2008,8,55065.77,24191.22,23.46
Kenya,9/1/2008,2008,9,59137.3,28412.34,39.92
Kenya,10/1/2008,2008,10,59089.36,27678.16,37.58
Kenya,11/1/2008,2008,11,63643.83,31801.54,50.12
Kenya,12/1/2008,2008,12,58811.42,29354.18,27.85
Kenya,1/1/2008,2008,1,37767.74,14527.81,-1.5
Kenya,2/1/2008,2008,2,39197.64,15286.18,3.03
Kenya,3/1/2008,2008,3,39699.41,14515.75,3.63
Kenya,4/1/2008,2008,4,42563.41,14784.71,10.19
Kenya,5/1/2008,2008,5,44159.88,15481.37,15.12
Kenya,6/1/2008,2008,6,45257.76,16217.88,21.77
Kenya,7/1/2008,2008,7,44732.11,15659.3,15.8
Kenya,8/1/2008,2008,8,45008.33,15777,17.68
Kenya,9/1/2008,2008,9,46266.89,18142.39,26.63
Kenya,10/1/2008,2008,10,49565.28,21232.2,43.91
Kenya,11/1/2008,2008,11,49355.16,21064.97,40.97
Kenya,12/1/2008,2008,12,48919.22,21579.37,39.86
Kenya,1/1/2008,2008,1,41448.25,16026.24,17.91
Kenya,2/1/2008,2008,2,40151.6,17343.09,20.48
Kenya,3/1/2008,2008,3,39447.87,15047.05,11.43
Kenya,4/1/2008,2008,4,43450.39,16478.62,24.65
Kenya,5/1/2008,2008,5,45626.82,16986.27,27.31
Kenya,6/1/2008,2008,6,50061.27,20461.19,45.07
Kenya,7/1/2008,2008,7,47020.55,18334.98,34.03
Kenya,8/1/2008,2008,8,48186.07,18757.4,36.73
Kenya,9/1/2008,2008,9,51128.8,22193.52,51.07
Kenya,10/1/2008,2008,10,53971.1,26973.69,70.55
Kenya,11/1/2008,2008,11,55384.74,28027.86,74.7
Kenya,12/1/2008,2008,12,54292.31,28148.98,71.42
Kenya,1/1/2008,2008,1,46298.81,15229.98,8.2
Kenya,2/1/2008,2008,2,49025.93,16551.66,25.18
Kenya,3/1/2008,2008,3,50309.03,17399.91,27.93
Kenya,4/1/2008,2008,4,49775.89,18112.2,24.11
Kenya,5/1/2008,2008,5,51655.11,20539.06,35.32
Kenya,6/1/2008,2008,6,53380.85,20420.72,38.81
Kenya,7/1/2008,2008,7,53324.62,20752.08,34.32
Kenya,8/1/2008,2008,8,54191.94,22275.56,37.23
Kenya,9/1/2008,2008,9,55902.42,23757.34,45.41
Kenya,10/1/2008,2008,10,56041.76,24227.57,54.31
Kenya,11/1/2008,2008,11,57447.18,24781.21,51.08
Kenya,12/1/2008,2008,12,55648.2,23555.24,38.92
Kenya,1/1/2008,2008,1,38358.72,14774.43,0.8
Kenya,2/1/2008,2008,2,39201.05,15561.74,7.34
Kenya,3/1/2008,2008,3,39467.58,14586.42,5.53
Kenya,4/1/2008,2008,4,41761.78,14435.8,7.99
Kenya,5/1/2008,2008,5,45513.66,16396.7,20.15
Kenya,6/1/2008,2008,6,46614.13,17465.59,27.73
Kenya,7/1/2008,2008,7,44181.68,15758.68,16.61
Kenya,8/1/2008,2008,8,44449.61,16120.43,17.6
Kenya,9/1/2008,2008,9,46098.82,18522.18,26.08
Kenya,10/1/2008,2008,10,48563.29,21371.39,43.66
Kenya,11/1/2008,2008,11,51776.52,21588,43.93
Kenya,12/1/2008,2008,12,51453.25,21780.23,45.61
Kenya,1/1/2008,2008,1,38915.82,15130.01,4.69
Kenya,2/1/2008,2008,2,39093.7,15356.93,5.92
Kenya,3/1/2008,2008,3,39498.22,14642.45,6.74
Kenya,4/1/2008,2008,4,41456.72,14359.96,8.23
Kenya,5/1/2008,2008,5,45124.83,16661.99,21.45
Kenya,6/1/2008,2008,6,46338.7,17140.58,23.57
Kenya,7/1/2008,2008,7,44060.4,15629.54,17.16
Kenya,8/1/2008,2008,8,44023.46,15902.64,17.75
Kenya,9/1/2008,2008,9,46229.48,18699.22,27.99
Kenya,10/1/2008,2008,10,50099.14,21034.33,41.83
Kenya,11/1/2008,2008,11,51827.82,21752.5,46.11
Kenya,12/1/2008,2008,12,50660.96,21566.6,42.65
Kenya,1/1/2008,2008,1,41029.39,13918.14,11.57
Kenya,2/1/2008,2008,2,41665.58,14828.17,15.54
Kenya,3/1/2008,2008,3,41869.6,14186.87,14.3
Kenya,4/1/2008,2008,4,42959.65,15398.06,19.16
Kenya,5/1/2008,2008,5,45953.86,17673.66,32.82
Kenya,6/1/2008,2008,6,48959.86,17688.08,33.52
Kenya,7/1/2008,2008,7,49896.89,17224.12,33.35
Kenya,8/1/2008,2008,8,50070.71,17214.39,35.04
Kenya,9/1/2008,2008,9,51786.15,19259,43.08
Kenya,10/1/2008,2008,10,52842.41,22350.76,54.02
Kenya,11/1/2008,2008,11,53777.77,22661.71,54.2
Kenya,12/1/2008,2008,12,53372.26,22431.69,44.1
Kenya,1/1/2008,2008,1,40341.77,14806.03,1.85
Kenya,2/1/2008,2008,2,40540.29,15726.85,6.55
Kenya,3/1/2008,2008,3,40716.96,14671.06,5.37
Kenya,4/1/2008,2008,4,42740.03,15210.7,8.22
Kenya,5/1/2008,2008,5,45614.02,17872.43,25.16
Kenya,6/1/2008,2008,6,47410.44,19393.28,30.23
Kenya,7/1/2008,2008,7,46801.25,18435.99,25.78
Kenya,8/1/2008,2008,8,45857.21,17975.01,23.04
Kenya,9/1/2008,2008,9,49079.78,21413.56,39.29
Kenya,10/1/2008,2008,10,51810.11,21685.27,45.47
Kenya,11/1/2008,2008,11,51775.71,22368.35,44.74
Kenya,12/1/2008,2008,12,51763.81,22044.51,43.48
Kenya,1/1/2008,2008,1,38974.55,14392.34,1.25
Kenya,2/1/2008,2008,2,40120.29,15169.2,5.78
Kenya,3/1/2008,2008,3,40027.28,14335.07,3.55
Kenya,4/1/2008,2008,4,43116.42,15154.32,14.58
Kenya,5/1/2008,2008,5,45067.1,16794.52,23.01
Kenya,6/1/2008,2008,6,46668.64,18240.98,29.99
Kenya,7/1/2008,2008,7,46000.44,17449.45,25.97
Kenya,8/1/2008,2008,8,46288.76,17561.75,25.89
Kenya,9/1/2008,2008,9,47975.07,19649.65,34.41
Kenya,10/1/2008,2008,10,50920.84,20992.61,46.82
Kenya,11/1/2008,2008,11,50873.13,21185.64,42.71
Kenya,12/1/2008,2008,12,50981.79,21243.61,40.93
Kenya,1/1/2008,2008,1,46969.94,13555.85,14.18
Kenya,2/1/2008,2008,2,47325.81,13794.9,11.76
Kenya,3/1/2008,2008,3,48878.05,14106.38,20.89
Kenya,4/1/2008,2008,4,51386.77,15501,14.42
Kenya,5/1/2008,2008,5,55507.18,19277,32.61
Kenya,6/1/2008,2008,6,56097.56,19302,28.71
Kenya,7/1/2008,2008,7,67099,18374.68,41.48
Kenya,8/1/2008,2008,8,56156,19988,34.28
Kenya,9/1/2008,2008,9,59712,24689,63.79
Kenya,10/1/2008,2008,10,61968,22492,50
Kenya,11/1/2008,2008,11,62531,21427,38.78
Kenya,12/1/2008,2008,12,58591,17515.1,20.45
Kenya,1/1/2008,2008,1,40398.78,15461.58,6.02
Kenya,2/1/2008,2008,2,42888.01,16289.45,13.38
Kenya,3/1/2008,2008,3,42778.95,14792.39,9.21
Kenya,4/1/2008,2008,4,45604.32,15924.43,17.66
Kenya,5/1/2008,2008,5,48350.93,18807.51,33.04
Kenya,6/1/2008,2008,6,50240.59,18374.47,33.09
Kenya,7/1/2008,2008,7,48772.33,17184.44,25.69
Kenya,8/1/2008,2008,8,48826.13,16609.82,24.76
Kenya,9/1/2008,2008,9,49475.67,17859.35,28.48
Kenya,10/1/2008,2008,10,52382.71,19813.38,40.92
Kenya,11/1/2008,2008,11,53689.88,22223.9,48.47
Kenya,12/1/2008,2008,12,52900.66,21729.8,44.43
Kenya,1/1/2008,2008,1,42708.37,14099.48,2.2
Kenya,2/1/2008,2008,2,43786.61,14669.32,6.09
Kenya,3/1/2008,2008,3,44357.18,13820.04,4.05
Kenya,4/1/2008,2008,4,46820.9,14597.45,12.07
Kenya,5/1/2008,2008,5,49270.8,16409.16,19.16
Kenya,6/1/2008,2008,6,51369.65,16424.47,24.44
Kenya,7/1/2008,2008,7,49510.93,15675.74,18.72
Kenya,8/1/2008,2008,8,48518.8,15462.9,16.31
Kenya,9/1/2008,2008,9,50554.33,18247.31,28.18
Kenya,10/1/2008,2008,10,51253.3,20280.23,34.06
Kenya,11/1/2008,2008,11,51329.06,20344.1,34.33
Kenya,12/1/2008,2008,12,51799.7,19886.3,33.88
Kenya,1/1/2008,2008,1,43912.65,15477.27,9.47
Kenya,2/1/2008,2008,2,47728.06,15382.75,14.96
Kenya,3/1/2008,2008,3,48054.9,16005.04,20.81
Kenya,4/1/2008,2008,4,52055.58,18947.57,38.73
Kenya,5/1/2008,2008,5,54219.73,20999.5,45.66
Kenya,6/1/2008,2008,6,54566.54,22129.06,50.05
Kenya,7/1/2008,2008,7,53687.94,21436.65,45.27
Kenya,8/1/2008,2008,8,53439.12,21412.27,45.75
Kenya,9/1/2008,2008,9,54558.34,24146.36,53.68
Kenya,10/1/2008,2008,10,57940.88,27702.34,69.28
Kenya,11/1/2008,2008,11,59695.27,28939.98,72.31
Kenya,12/1/2008,2008,12,59045.46,28561.06,70.18
Kenya,1/1/2008,2008,1,41064.96,13113.09,3.17
Kenya,2/1/2008,2008,2,41118.1,13449.34,4.57
Kenya,3/1/2008,2008,3,41053.71,12469.07,1.92
Kenya,4/1/2008,2008,4,42450.99,12476.31,4.44
Kenya,5/1/2008,2008,5,44375.66,13236.62,10.06
Kenya,6/1/2008,2008,6,46681.73,14133.84,17.3
Kenya,7/1/2008,2008,7,45556.28,13540.9,13.03
Kenya,8/1/2008,2008,8,45845.93,13584.88,14.1
Kenya,9/1/2008,2008,9,47876.62,15508.06,23.14
Kenya,10/1/2008,2008,10,49547.1,16538.53,29.18
Kenya,11/1/2008,2008,11,49081.45,18577.23,34
Kenya,12/1/2008,2008,12,48842.73,18284.51,33.78
Kenya,1/1/2008,2008,1,46393.53,16641,14.63
Kenya,2/1/2008,2008,2,47725.77,17565.56,21.47
Kenya,3/1/2008,2008,3,49531.85,17360.19,22.7
Kenya,4/1/2008,2008,4,50995.75,19503.45,30.87
Kenya,5/1/2008,2008,5,53865.64,19402.11,32.38
Kenya,6/1/2008,2008,6,53995.06,20257.01,33.28
Kenya,7/1/2008,2008,7,53498.62,20120.22,32.65
Kenya,8/1/2008,2008,8,52404.52,19723.86,28.51
Kenya,9/1/2008,2008,9,55282.6,21611.35,39.83
Kenya,10/1/2008,2008,10,55401.28,23095.79,41.72
Kenya,11/1/2008,2008,11,57719.36,24627.7,45.33
Kenya,12/1/2008,2008,12,53677.58,22134.34,32.83
Kenya,1/1/2008,2008,1,47532.74,15922.52,7.54
Kenya,2/1/2008,2008,2,46981,15905.69,10.44
Kenya,3/1/2008,2008,3,48487.32,16140.13,9.6
Kenya,4/1/2008,2008,4,51675.34,18014.59,20.45
Kenya,5/1/2008,2008,5,55941.55,18541.55,29.72
Kenya,6/1/2008,2008,6,54485.75,18628.99,25.28
Kenya,7/1/2008,2008,7,54988.68,19036.63,25.3
Kenya,8/1/2008,2008,8,56230.8,18329.77,22.65
Kenya,9/1/2008,2008,9,57406.3,18890.76,26.76
Kenya,10/1/2008,2008,10,59015.27,18723.99,38.56
Kenya,11/1/2008,2008,11,61073.04,20947.94,42.46
Kenya,12/1/2008,2008,12,60187.37,20313.11,34.11
Kenya,1/1/2008,2008,1,44905.05,16167,16.12
Kenya,2/1/2008,2008,2,43938.58,16797.54,19.15
Kenya,3/1/2008,2008,3,45745.94,15711.66,17.3
Kenya,4/1/2008,2008,4,47240.46,16460.7,22.47
Kenya,5/1/2008,2008,5,48598.31,17330.39,26.85
Kenya,6/1/2008,2008,6,52389,18930.31,36.91
Kenya,7/1/2008,2008,7,52459.96,19102.16,35.04
Kenya,8/1/2008,2008,8,52779.25,19697.29,34.75
Kenya,9/1/2008,2008,9,55505.17,20574.08,46.13
Kenya,10/1/2008,2008,10,54502.4,21272.13,47.76
Kenya,11/1/2008,2008,11,55494.22,20035.91,44.9
Kenya,12/1/2008,2008,12,55240.67,20743.38,40.35
Kenya,1/1/2008,2008,1,42531.13,14629.68,11.61
Kenya,2/1/2008,2008,2,42891.01,15141.34,14.42
Kenya,3/1/2008,2008,3,45219.84,14604.8,19.94
Kenya,4/1/2008,2008,4,47064.02,15692.65,26.03
Kenya,5/1/2008,2008,5,49622.04,17396.89,33.46
Kenya,6/1/2008,2008,6,53450.04,17747.68,38.91
Kenya,7/1/2008,2008,7,53641.73,18325.72,41.05
Kenya,8/1/2008,2008,8,53322.26,18576.11,42.11
Kenya,9/1/2008,2008,9,54144.97,19793.21,45.8
Kenya,10/1/2008,2008,10,55341.86,20725.44,50.69
Kenya,11/1/2008,2008,11,57433.94,23228.01,60.26
Kenya,12/1/2008,2008,12,56162.43,23017.12,54.63
Kenya,1/1/2008,2008,1,39834.89,14932.55,3.41
Kenya,2/1/2008,2008,2,40333.57,15189.02,7.68
Kenya,3/1/2008,2008,3,40819.53,14303.69,7.3
Kenya,4/1/2008,2008,4,43083.68,15575.81,21.2
Kenya,5/1/2008,2008,5,45345.49,18337.89,31.71
Kenya,6/1/2008,2008,6,46198.03,18068.63,30.81
Kenya,7/1/2008,2008,7,45811.03,18577.13,28.49
Kenya,8/1/2008,2008,8,47220.52,18942.4,34.09
Kenya,9/1/2008,2008,9,48447.39,20606.88,38.4
Kenya,10/1/2008,2008,10,50168.39,20989.08,43.89
Kenya,11/1/2008,2008,11,50848.6,20743.55,40.9
Kenya,12/1/2008,2008,12,50233.41,21651.55,42.52
Kenya,1/1/2008,2008,1,42836.54,16574.9,17.61
Kenya,2/1/2008,2008,2,42491.97,16546.57,21.18
Kenya,3/1/2008,2008,3,43049.64,16301.11,17.6
Kenya,4/1/2008,2008,4,43327.86,15669.86,16.37
Kenya,5/1/2008,2008,5,46435.47,16977.04,26.09
Kenya,6/1/2008,2008,6,45078.37,16751.36,21.56
Kenya,7/1/2008,2008,7,43858.56,16381.27,16.75
Kenya,8/1/2008,2008,8,44588.87,16773.75,16.81
Kenya,9/1/2008,2008,9,48350.25,20171.91,36.86
Kenya,10/1/2008,2008,10,52075.06,24068.59,56.07
Kenya,11/1/2008,2008,11,52674.97,23454.08,55.45
Kenya,12/1/2008,2008,12,51199.07,23147.18,43.82
Kenya,1/1/2008,2008,1,40823.65,15318.87,8.55
Kenya,2/1/2008,2008,2,40727.09,16021.47,10.6
Kenya,3/1/2008,2008,3,41130.23,14868.62,8.73
Kenya,4/1/2008,2008,4,43893.26,16536.57,19.45
Kenya,5/1/2008,2008,5,46820.76,18591.96,31.76
Kenya,6/1/2008,2008,6,46747.26,19371.88,34.71
Kenya,7/1/2008,2008,7,45678.83,18246.57,27.49
Kenya,8/1/2008,2008,8,46394.13,19429.96,34.14
Kenya,9/1/2008,2008,9,49030.36,21088.81,39.58
Kenya,10/1/2008,2008,10,51754.15,22317.23,48.38
Kenya,11/1/2008,2008,11,52299.53,21935.27,48.42
Kenya,12/1/2008,2008,12,51756.28,21785.94,44.94
Kenya,1/1/2008,2008,1,56179.85,22308.16,-0.7
Kenya,2/1/2008,2008,2,57544.49,23489.64,5.4
Kenya,3/1/2008,2008,3,57585.35,23582.9,4.98
Kenya,4/1/2008,2008,4,59932.88,23198.3,6.32
Kenya,5/1/2008,2008,5,60684.05,24058.11,11.35
Kenya,6/1/2008,2008,6,60958.44,23761.43,7.9
Kenya,7/1/2008,2008,7,61760.75,24660.06,13.33
Kenya,8/1/2008,2008,8,62253.76,25227.25,12.32
Kenya,9/1/2008,2008,9,64216.01,25955.81,15.56
Kenya,10/1/2008,2008,10,64245.61,28138.66,19.84
Kenya,11/1/2008,2008,11,65864.48,29325.5,25.73
Kenya,12/1/2008,2008,12,64994.3,32885.44,30.27
Kenya,1/1/2008,2008,1,43457.37,17716.06,14.26
Kenya,2/1/2008,2008,2,46811.02,17238.32,19.65
Kenya,3/1/2008,2008,3,46687.06,16164.7,20.17
Kenya,4/1/2008,2008,4,49038.2,17505.59,28.1
Kenya,5/1/2008,2008,5,51753.64,17433.08,31.67
Kenya,6/1/2008,2008,6,53325.9,19585.67,37.22
Kenya,7/1/2008,2008,7,53507.08,18651.51,33.69
Kenya,8/1/2008,2008,8,53673.18,20461.21,40.09
Kenya,9/1/2008,2008,9,56219.06,21557.06,45.27
Kenya,10/1/2008,2008,10,56089.47,22973.65,52.96
Kenya,11/1/2008,2008,11,57518.81,24217.47,57.53
Kenya,12/1/2008,2008,12,56912.15,24158.54,51.25
Kenya,1/1/2008,2008,1,40658.64,15052.89,8.65
Kenya,2/1/2008,2008,2,41999.2,16492.29,19.07
Kenya,3/1/2008,2008,3,42161.63,15782.71,17.81
Kenya,4/1/2008,2008,4,42807.17,16228.97,18.76
Kenya,5/1/2008,2008,5,44312.58,16381.32,21.76
Kenya,6/1/2008,2008,6,44613.05,16993.6,22.77
Kenya,7/1/2008,2008,7,44068.8,17368.95,23.31
Kenya,8/1/2008,2008,8,44579.49,17453.01,25.29
Kenya,9/1/2008,2008,9,47965.75,22259.5,45.91
Kenya,10/1/2008,2008,10,51493.96,22822.63,50.96
Kenya,11/1/2008,2008,11,52010.66,24353.95,57.41
Kenya,12/1/2008,2008,12,50568.52,23347.19,52.07
Kenya,1/1/2008,2008,1,40168.15,16055.04,14.78
Kenya,2/1/2008,2008,2,40045.82,16553.95,18.13
Kenya,3/1/2008,2008,3,40563.06,15159.29,14.92
Kenya,4/1/2008,2008,4,44789.41,18218.74,30.92
Kenya,5/1/2008,2008,5,48962.46,20012.04,44.26
Kenya,6/1/2008,2008,6,49506.26,19380.23,42.37
Kenya,7/1/2008,2008,7,48578.12,18451.92,36.7
Kenya,8/1/2008,2008,8,50675.77,19806.42,44.35
Kenya,9/1/2008,2008,9,52561.33,21940.37,54.59
Kenya,10/1/2008,2008,10,50650.55,24467.48,58.95
Kenya,11/1/2008,2008,11,53397.44,25143.93,65.97
Kenya,12/1/2008,2008,12,52674.69,25190.28,57.42
Kenya,1/1/2008,2008,1,40269.27,12939.46,2.01
Kenya,2/1/2008,2008,2,40322.82,13159.43,4.46
Kenya,3/1/2008,2008,3,40793.88,12482.57,1.3
Kenya,4/1/2008,2008,4,42318.33,12476.5,5.37
Kenya,5/1/2008,2008,5,44917.76,13314.9,11.75
Kenya,6/1/2008,2008,6,46081.11,13828.86,14.84
Kenya,7/1/2008,2008,7,45303.35,13490.75,11.53
Kenya,8/1/2008,2008,8,45396.13,13498.86,12.78
Kenya,9/1/2008,2008,9,47752.04,15310.27,21.5
Kenya,10/1/2008,2008,10,49733.88,18728.33,35.16
Kenya,11/1/2008,2008,11,49584.61,17896.3,32.46
Kenya,12/1/2008,2008,12,48864.74,18594.18,35.34
Kenya,1/1/2008,2008,1,51760.49,21753.29,29.64
Kenya,2/1/2008,2008,2,52944.58,23736.19,36.3
Kenya,3/1/2008,2008,3,53544.53,24097.88,37.02
Kenya,4/1/2008,2008,4,53261.14,22984.23,33.81
Kenya,5/1/2008,2008,5,55398.59,23847.41,34.01
Kenya,6/1/2008,2008,6,55705.31,24204.15,34.14
Kenya,7/1/2008,2008,7,56105.18,25905.66,26.33
Kenya,8/1/2008,2008,8,56262.61,25911.18,30.82
Kenya,9/1/2008,2008,9,59068.95,26486.53,44.48
Kenya,10/1/2008,2008,10,59869.92,27906.19,38.81
Kenya,11/1/2008,2008,11,62060.84,30801.13,46.06
Kenya,12/1/2008,2008,12,61854.87,31236.99,45.6
Kenya,1/1/2008,2008,1,48265.01,16822.44,13.9
Kenya,2/1/2008,2008,2,52156.86,18973.84,27.28
Kenya,3/1/2008,2008,3,53075.68,18618.43,28.98
Kenya,4/1/2008,2008,4,54420.81,19641.74,34.94
Kenya,5/1/2008,2008,5,56111.69,23019.82,45.93
Kenya,6/1/2008,2008,6,56226.95,25852.87,53.74
Kenya,7/1/2008,2008,7,55529.93,25887.08,52.03
Kenya,8/1/2008,2008,8,56339.13,26738,52.56
Kenya,9/1/2008,2008,9,57492.9,26266.46,54.38
Kenya,10/1/2008,2008,10,59218.85,28651.84,62.74
Kenya,11/1/2008,2008,11,60322.29,30450.98,72.29
Kenya,12/1/2008,2008,12,61757.43,29679.01,62.91
Kenya,1/1/2008,2008,1,42910.59,16300.39,13.47
Kenya,2/1/2008,2008,2,42651.27,16678.3,18.32
Kenya,3/1/2008,2008,3,42971.4,16243.85,15.43
Kenya,4/1/2008,2008,4,43378.15,16445.75,19.33
Kenya,5/1/2008,2008,5,45281.27,16906.44,24.43
Kenya,6/1/2008,2008,6,44935.62,16647.9,20.3
Kenya,7/1/2008,2008,7,44202.28,16786.92,20.43
Kenya,8/1/2008,2008,8,44467.03,17194.64,19.37
Kenya,9/1/2008,2008,9,47934.03,24037.79,50.12
Kenya,10/1/2008,2008,10,50979.18,24704.56,57.22
Kenya,11/1/2008,2008,11,52300.72,25720.87,58.09
Kenya,12/1/2008,2008,12,50663.93,24570.24,44.55
Kenya,1/1/2008,2008,1,45091.55,14882.12,7.95
Kenya,2/1/2008,2008,2,47156.84,15753.45,18.37
Kenya,3/1/2008,2008,3,50430.32,17091.57,27.57
Kenya,4/1/2008,2008,4,52866.7,19609.7,37.1
Kenya,5/1/2008,2008,5,54800.27,20714.37,39.19
Kenya,6/1/2008,2008,6,54194.59,20260.42,40.15
Kenya,7/1/2008,2008,7,52889.49,21357.59,39.3
Kenya,8/1/2008,2008,8,53235.44,21674.35,37.72
Kenya,9/1/2008,2008,9,56308.67,23308.12,50.72
Kenya,10/1/2008,2008,10,56376.4,25035.05,53.27
Kenya,11/1/2008,2008,11,58420.92,25603.27,53.3
Kenya,12/1/2008,2008,12,56264.15,25990.82,50.53
Kenya,1/1/2008,2008,1,37603.38,14533.1,1.99
Kenya,2/1/2008,2008,2,38613.58,15180.07,5.28
Kenya,3/1/2008,2008,3,38773.8,14185.9,4.92
Kenya,4/1/2008,2008,4,39309.6,13938.65,5.17
Kenya,5/1/2008,2008,5,42630.91,14741.24,15.01
Kenya,6/1/2008,2008,6,42818.07,15172.96,14.94
Kenya,7/1/2008,2008,7,42724.61,15512.01,17.69
Kenya,8/1/2008,2008,8,44752.19,15721.41,19.52
Kenya,9/1/2008,2008,9,46806.75,18806.96,31.99
Kenya,10/1/2008,2008,10,48236.7,20944.16,42.78
Kenya,11/1/2008,2008,11,49292.21,20338.11,40.47
Kenya,12/1/2008,2008,12,48367.45,20756.82,40.13
Kenya,1/1/2008,2008,1,44463.43,14186.24,10.37
Kenya,2/1/2008,2008,2,44969.39,15734.34,15.87
Kenya,3/1/2008,2008,3,46881.81,14652.94,16.63
Kenya,4/1/2008,2008,4,48904.14,15621.92,22.49
Kenya,5/1/2008,2008,5,53027.11,17323.53,32.83
Kenya,6/1/2008,2008,6,53162.8,19150.11,35.48
Kenya,7/1/2008,2008,7,52320.81,19190.27,34.72
Kenya,8/1/2008,2008,8,52214.42,20050.89,37.57
Kenya,9/1/2008,2008,9,52644.41,21399.89,40.26
Kenya,10/1/2008,2008,10,55080.03,23136.25,50.03
Kenya,11/1/2008,2008,11,55937.67,23091.9,49.34
Kenya,12/1/2008,2008,12,55901.29,23179.93,45.35
Kenya,1/1/2008,2008,1,41123.73,13492.09,0.84
Kenya,2/1/2008,2008,2,41151.71,14328.67,2.55
Kenya,3/1/2008,2008,3,42317.77,13460.84,3.02
Kenya,4/1/2008,2008,4,42572.1,13450.49,3.34
